time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,4.39E-05
,,,,,,,,,
0,340.5793409,321.604702,309.5373934,300.9665036,295.4627752,291.2753173,289.593559,,
1.37,339.1469046,322.3650089,309.920249,301.3031143,295.6065607,291.5504869,289.7777579,,
2.75,337.7503932,322.6972827,310.1011075,301.4581096,295.6763151,291.6762518,289.862455,,
4.12,336.4047716,322.9200585,310.2622507,301.5869565,295.7427718,291.7785324,289.9325343,,
5.49,335.0971705,323.0611428,310.423991,301.7084193,295.8137115,291.8725929,289.9980221,,
6.87,333.8164826,323.130864,310.5886026,301.827937,295.8897944,291.963034,290.0614168,,
8.24,332.5796179,323.1366526,310.751032,301.9454574,295.9689766,292.0500391,290.1221324,,
9.62,331.3670647,323.0864393,310.9104664,302.0635068,296.0515786,292.1356157,290.1809613,,
10.99,330.1951083,322.9879722,311.0617897,302.1807606,296.1358047,292.2189462,290.2368883,,
12.36,329.0536808,322.8472626,311.2039296,302.2981818,296.221822,292.3009214,290.2902189,,
13.73,327.9417131,322.6697303,311.3351811,302.4156735,296.3093235,292.3817112,290.3408793,,
15.11,326.8504059,322.4584681,311.4551417,302.5338472,296.398726,292.4620031,290.3891887,,
16.48,325.7946414,322.2206844,311.5612454,302.6506447,296.4885409,292.5407033,290.43447,,
17.86,324.7581197,321.9565607,311.6545375,302.7673611,296.5799089,292.6190041,290.4774409,,
19.23,323.7550324,321.6730871,311.7334281,302.881869,296.6713481,292.6957963,290.5175583,,
20.6,322.7769888,321.3711897,311.7986086,302.9945794,296.763364,292.7716648,290.5552388,,
21.97,321.8232433,321.053292,311.8502001,303.1050642,296.8558014,292.8466163,290.5905882,,
23.35,320.8863792,320.7190645,311.8886719,303.2136947,296.9491788,292.9211898,290.6239524,,
24.72,319.979289,320.3752539,311.9137953,303.3185192,297.0419787,292.994303,290.6549633,,
26.09,319.0944456,320.0211636,311.9262881,303.4199945,297.1347104,293.0664955,290.6839857,,
27.47,318.2249991,319.655608,311.9265449,303.5185167,297.2278782,293.138278,290.7113248,,
28.84,317.3829436,319.2852232,311.9150311,303.6123898,297.3199604,293.2086021,290.7366964,,
30.22,316.555397,318.9058088,311.8920717,303.7027507,297.4121284,293.2784844,290.7605803,,
31.59,315.7537898,318.5239333,311.8584978,303.7880939,297.5028773,293.3469003,290.7827343,,
32.96,314.971512,318.137822,311.8146816,303.8689281,297.5927127,293.4143461,290.8034365,,
34.34,314.202538,317.7454776,311.7606933,303.9456612,297.6821183,293.4812882,290.8229173,,
35.71,313.4575058,317.3533609,311.6978078,304.0170781,297.7696434,293.5467394,290.840984,,
37.08,312.7302887,316.959333,311.6261486,304.0836757,297.8557927,293.6111701,290.8578663,,
38.45,312.0204159,316.5640184,311.5461838,304.1454012,297.9404264,293.6745606,290.8736429,,
39.83,311.3224344,316.1650883,311.4576992,304.2026196,298.0240122,293.7373408,290.8884915,,
41.2,310.6460159,315.7688353,311.3624201,304.2544892,298.1052145,293.798579,290.9022655,,
42.58,309.9808512,315.3699405,311.259387,304.3017719,298.1851022,293.859146,290.9152306,,
43.95,309.3361635,314.9746014,311.1505046,304.3438022,298.2624109,293.9181406,290.9272579,,
45.32,308.706673,314.5802993,311.0354444,304.3809737,298.3376294,293.9759822,290.9384984,,
46.7,308.0875566,314.184509,310.9136809,304.41355,298.4111941,294.0330564,290.9490759,,
48.07,307.4874064,313.7932724,310.7873422,304.4411143,298.4819583,294.088512,290.9588825,,
49.44,306.9013155,313.4039898,310.6559125,304.4639842,298.5503917,294.1427436,290.9680385,,
50.81,306.3289275,313.0169079,310.5197221,304.4822313,298.6164305,294.1957283,290.9765813,,
52.19,305.7658638,312.6294502,310.3780445,304.4960174,298.6804741,294.2478164,290.9846004,,
53.56,305.2199466,312.2474324,310.2332362,304.5052272,298.7415456,294.2982312,290.9920101,,
54.94,304.6828743,311.865459,310.0834748,304.5100852,298.8004946,294.3476877,290.9989456,,
56.31,304.1621113,311.4892264,309.9312062,304.510614,298.8564322,294.3954492,291.0053306,,
57.68,303.6534112,311.1160985,309.7756195,304.5069605,298.9097667,294.4418602,291.0112381,,
59.06,303.1528892,310.7435141,309.615794,304.4991517,298.9608368,294.4872269,291.0167246,,
60.43,302.6675059,310.3769856,309.4542839,304.4874017,299.0088858,294.5308754,291.0217267,,
61.8,302.193308,310.0139002,309.2901663,304.4717705,299.0542825,294.5731244,291.0262995,,
63.17,301.7300195,309.6543445,309.1236549,304.4523609,299.097021,294.6139603,291.0304545,,
64.55,301.2741066,309.2958092,308.953714,304.4290946,299.1373828,294.653653,291.0342274,,
65.92,300.8319139,308.9435562,308.7830004,304.402413,299.1747861,294.6916164,291.0375715,,
67.3,300.3967278,308.5925001,308.6092084,304.3720319,299.209784,294.7283947,291.0405423,,
68.67,299.9746065,308.247776,308.4350318,304.3384956,299.2418804,294.7634467,291.0431016,,
70.04,299.5621192,307.9068657,308.2593828,304.3016991,299.2713529,294.7970374,291.0452762,,
71.42,299.1561232,307.5673552,308.0811222,304.2614413,299.2984054,294.8293902,291.0470803,,
72.79,298.762273,307.2341904,307.9029832,304.2184073,299.3226666,294.8600322,291.0484894,,
74.16,298.3773704,306.9049163,307.72382,304.1724166,299.3443649,294.8892001,291.0495185,,
75.54,297.998485,306.5771858,307.5424491,304.1232007,299.3636565,294.9170891,291.0501708,,
76.91,297.6308958,306.255757,307.361627,304.0715707,299.3802898,294.9432947,291.050436,,
78.28,297.2716205,305.9382446,307.1801627,304.0172758,299.3944435,294.9680251,291.0503187,,
79.66,296.9179255,305.622373,306.9968402,303.9599857,299.4062257,294.9914468,291.049812,,
81.03,296.5747408,305.3127154,306.814425,303.9006236,299.415499,295.0132233,291.0489206,,
82.4,296.2392844,305.0069602,306.6316927,303.8388742,299.4223923,295.033534,291.0476397,,
83.78,295.9090052,304.7029064,306.447404,303.7743506,299.4269661,295.0525165,291.0459524,,
85.15,295.5885088,304.4049458,306.2643221,303.7080753,299.4291915,295.0699017,291.04388,,
86.52,295.2751992,304.1108432,306.0811988,303.6396744,299.4291482,295.08584,291.0414081,,
87.9,294.9666948,303.8184738,305.89678,303.5687094,299.4268504,295.1004398,291.0385108,,
89.27,294.6672993,303.532052,305.7138162,303.4962908,299.4223712,295.1134987,291.0352264,,
90.65,294.3724767,303.2473716,305.5297107,303.4214421,299.4156862,295.1252171,291.0315031,,
92.02,294.0863407,302.9685315,305.3472012,303.3453261,299.4069332,295.1354359,291.0273914,,
93.39,293.8065764,302.6934267,305.1650179,303.2674829,299.3961128,295.1442565,291.0228622,,
94.77,293.531059,302.4200599,304.9818968,303.1874,299.3831653,295.1517399,291.0178742,,
96.14,293.2636342,302.1523612,304.80055,303.1063106,299.3683205,295.1577905,291.0124964,,
97.52,293.0002527,301.8863896,304.6183857,303.0231019,299.351404,295.16251,291.0066469,,
98.89,292.7445912,301.6259658,304.4380954,302.9390484,299.3327034,295.1658438,291.0004075,,
100.26,292.4945838,301.3691142,304.2584054,302.8536191,299.3121449,295.1678454,290.9937343,,
101.64,292.2483335,301.1139632,304.0780569,302.7662407,299.2896007,295.1685298,290.9865712,,
103.01,292.0092789,300.8641738,303.8997063,302.6782427,299.2654396,295.1679024,290.9790194,,
104.38,291.7754897,300.6178471,303.7220843,302.5890577,299.2395464,295.1659886,290.9710265,,
105.76,291.5451924,300.3731846,303.5439405,302.4980817,299.211755,295.1627766,290.9625271,,
107.13,291.3216042,300.1336937,303.3678917,302.4066914,299.1825098,295.1583294,290.9536426,,
108.5,291.1029206,299.8975502,303.1926772,302.3142873,299.1516564,295.1526451,290.9443115,,
109.88,290.8874837,299.6630273,303.0170582,302.220239,299.1189929,295.1456858,290.9344596,,
111.25,290.6783036,299.4334844,302.8436085,302.1259625,299.0850333,295.1375698,290.9242284,,
112.63,290.4722165,299.20553,302.6698231,302.0301335,299.0493221,295.1281964,290.913468,,
114,290.2721025,298.9824277,302.4982456,301.9341907,299.0124167,295.1177191,290.9023337,,
115.37,290.0763484,298.7624738,302.3276361,301.8374909,298.9741025,295.1060924,290.8907491,,
116.75,289.8834711,298.5440569,302.1567815,301.7393671,298.9341234,295.0932369,290.8786245,,
118.12,289.6961669,298.3303018,301.9881777,301.6412869,298.8930971,295.0793573,290.8661361,,
119.5,289.5116041,298.1180474,301.8193818,301.541863,298.8504627,295.0642695,290.853102,,
120.87,289.3323631,297.9103294,301.6528568,301.4425789,298.8068752,295.0482106,290.839712,,
122.24,289.1570006,297.7055588,301.487391,301.3427574,298.7620669,295.0310938,290.8258744,,
123.61,288.9854274,297.5036957,301.3229984,301.2424382,298.7160737,295.0129376,290.8115904,,
124.99,288.8163445,297.3032582,301.1585037,301.1409227,298.6685826,294.9936168,290.7967524,,
126.36,288.6521171,297.1071115,300.9963023,301.0397195,298.620317,294.97343,290.7815773,,
127.74,288.4902635,296.912352,300.8340371,300.9373878,298.570607,294.9521015,290.7658456,,
129.11,288.333048,296.7217631,300.6740688,300.8354457,298.5202069,294.9299589,290.7497875,,
130.48,288.1792061,296.5338843,300.515226,300.7331866,298.4687934,294.9068698,290.7332932,,
131.86,288.0275738,296.3473349,300.3563688,300.6298937,298.4160131,294.8826739,290.7162401,,
133.23,287.880273,296.16478,300.1998059,300.5270956,298.362663,294.8577406,290.6988782,,
134.61,287.7350789,295.9835159,300.0432574,300.4233223,298.3079962,294.8317243,290.6809574,,
135.98,287.5940236,295.8061317,299.8889967,300.3201075,298.2528357,294.8050206,290.6627405,,
137.35,287.4559737,295.6312671,299.735889,300.2167283,298.1968191,294.7774622,290.6441027,,
138.73,287.3198853,295.4576357,299.5828325,300.1124558,298.1395579,294.748857,290.6249071,,
140.1,287.1876637,295.2877171,299.4320479,300.008828,298.0819113,294.7196377,290.6054356,,
141.48,287.0573127,295.1189939,299.2813355,299.9043578,298.0230666,294.6893957,290.5854081,,
142.85,286.9306574,294.953875,299.1328808,299.8005841,297.9639047,294.6585872,290.565119,,
144.22,286.8066811,294.7910937,298.9855879,299.6967737,297.9040292,294.6270136,290.5444288,,
145.6,286.684447,294.6294518,298.8383941,299.5921917,297.8430224,294.5944537,290.5231866,,
146.97,286.5656672,294.4712568,298.693432,299.4883759,297.7817947,294.5613967,290.5017049,,
148.34,286.4493886,294.3152947,298.5496297,299.3845897,297.7199322,294.5276267,290.4798359,,
149.72,286.334733,294.1604173,298.4059485,299.2800965,297.6570019,294.4929064,290.4574204,,
151.09,286.2233067,294.0088353,298.2644685,299.1764305,297.5939403,294.457756,290.4347884,,
152.46,286.1142163,293.8593854,298.1241419,299.0728533,297.5303178,294.4219431,290.4117838,,
153.84,286.0066379,293.7109667,297.9839538,298.9686282,297.4656876,294.3852157,290.3882397,,
155.21,285.9020792,293.565698,297.8459328,298.8652834,297.4010095,294.3481225,290.3645026,,
156.59,285.798963,293.4214259,297.70806,298.7613274,297.3353621,294.3101385,290.3402314,,
157.96,285.6987345,293.2802098,297.5723295,298.6582829,297.2697188,294.27183,290.3157832,,
159.33,285.6005911,293.1409657,297.4377337,298.5554119,297.2036273,294.2329399,290.2909889,,
160.71,285.5037919,293.0026679,297.3032977,298.4519804,297.1366213,294.1931937,290.2656692,,
162.08,285.4096941,292.8672902,297.170965,298.3495019,297.0696926,294.153183,290.2401968,,
163.45,285.3175444,292.7337936,297.0397518,298.24724,297.0023772,294.1126368,290.214395,,
164.83,285.2266477,292.6011946,296.9087073,298.1444639,296.9341993,294.0712686,290.1880776,,
166.2,285.1382787,292.4713857,296.7797247,298.0426761,296.866166,294.0296928,290.1616319,,
167.58,285.0511053,292.3424428,296.6509151,297.9404029,296.7973033,293.9873173,290.1346775,,
168.95,284.9663501,292.2162064,296.5241389,297.8391382,296.7286273,293.9447708,290.1076109,,
170.32,284.8833354,292.0917078,296.3984526,297.7381511,296.659658,293.901762,290.0802439,,
171.7,284.8014353,291.9680296,296.2729438,297.6367184,296.5899062,293.8579862,290.0523793,,
173.07,284.7217989,291.8469372,296.1494249,297.5363204,296.5203998,293.8140918,290.0244267,,
174.45,284.6432262,291.7266358,296.0260856,297.4355013,296.4501408,293.7694517,289.9959842,,
175.82,284.5668197,291.6088426,295.9047065,297.3357317,296.3801636,293.7247263,289.9674699,,
177.19,284.4919691,291.4926541,295.7843827,297.2362888,296.3099757,293.679607,289.9386847,,
178.57,284.4181104,291.3772141,295.6642401,297.1364589,296.2390778,293.6337731,289.9094213,,
179.94,284.3462802,291.2641705,295.5460126,297.037697,296.1685124,293.5879019,289.8801099,,
181.31,284.2759052,291.1526564,295.4288182,296.9392862,296.0977809,293.5416751,289.8505454,,
182.69,284.2064551,291.0418502,295.3118051,296.8405194,296.0263795,293.494764,289.820515,,
184.06,284.1389051,290.9333337,295.1966616,296.7428352,295.955357,293.4478608,289.79046,,
185.44,284.072238,290.8254989,295.0816988,296.6448143,295.88369,293.4002928,289.7599475,,
186.81,284.0073901,290.7198853,294.968575,296.5478835,295.8124303,293.3527614,289.7294258,,
188.18,283.9438441,290.6156836,294.8564456,296.4513373,295.7410719,293.3049347,289.6986803,,
189.56,283.8811217,290.5121259,294.744495,296.3544809,295.6691051,293.2564717,289.66749,,
190.93,283.8201038,290.4106909,294.6343378,296.2587234,295.5975853,293.2080862,289.636313,,
192.3,283.7603043,290.3106015,294.525151,296.1633667,295.5260029,293.1594391,289.6049296,,
193.68,283.701273,290.2111202,294.4161402,296.067724,295.4538462,293.1101832,289.5731143,,
195.05,283.6438394,290.1136677,294.3088773,295.973186,295.3821722,293.0610433,289.5413341,,
196.43,283.5871393,290.0168004,294.201788,295.8783769,295.3099456,293.0113125,289.5091306,,
197.8,283.5319694,289.9219016,294.0964162,295.7846748,295.2382237,292.9617219,289.4769763,,
199.17,283.4778907,289.8282449,293.9919745,295.6913949,295.1664933,292.9119221,289.4446441,,
200.55,283.4244963,289.7351402,293.8877024,295.5978646,295.0942409,292.8615572,289.4119017,,
201.92,283.3725368,289.6439174,293.785103,295.5054428,295.0225234,292.811367,289.3792291,,
203.3,283.3212308,289.5532256,293.6826702,295.4127832,294.9503033,292.7606284,289.3461548,,
204.67,283.2712995,289.4643602,293.5818804,295.3212318,294.8786364,292.7100862,289.3131638,,
206.04,283.222346,289.3766414,293.4819799,295.2301181,294.8070082,292.6593826,289.2800222,,
207.42,283.1740022,289.289423,293.3822412,295.1387844,294.7349051,292.6081547,289.246492,,
208.79,283.1269481,289.2039514,293.2841015,295.0485566,294.6633803,292.557154,289.2130642,,
210.16,283.0808097,289.1195727,293.1868269,294.9587735,294.5919194,292.5060184,289.1795018,,
211.54,283.0352404,289.0356657,293.0897087,294.8687863,294.5200094,292.4543818,289.1455634,,
212.91,282.9908812,288.9534293,292.9941464,294.7799011,294.4487003,292.4030009,289.1117462,,
214.29,282.9470654,288.8716462,292.8987368,294.6908218,294.3769584,292.3511339,289.0775614,,
215.66,282.9044096,288.7914851,292.8048547,294.6028409,294.3058309,292.2995406,289.0435097,,
217.03,282.8625752,288.7123334,292.7117978,294.5153124,294.2348046,292.2478534,289.0093486,,
218.41,282.8212481,288.6336085,292.6188878,294.4276035,294.1633689,292.1957016,288.9748325,,
219.78,282.7810098,288.5564357,292.5274634,294.3409864,294.0925657,292.1438488,288.9404666,,
221.15,282.7415413,288.4802255,292.4368407,294.2548246,294.0218835,292.0919246,288.9060058,,
222.53,282.7025463,288.404417,292.346359,294.168495,293.9508139,292.0395567,288.8712024,,
223.9,282.6645738,288.330094,292.257322,294.0832491,293.8803928,291.987511,288.8365655,,
225.27,282.6273228,288.2566892,292.1690634,293.9984602,293.8101106,291.9354152,288.8018476,,
226.65,282.5905139,288.1836624,292.0809399,293.9135147,293.7394616,291.8828954,288.7667993,,
228.02,282.5546653,288.1120577,291.9942211,293.829644,293.669475,291.8307194,288.7319327,,
229.4,282.519239,288.0408158,291.9076332,293.7456236,293.5991346,291.7781321,288.6967436,,
230.77,282.4847339,287.9709556,291.8224238,293.6626714,293.5294649,291.725902,288.6617461,,
232.14,282.4508768,287.9019441,291.7379551,293.5801765,293.4599604,291.6736544,288.6266899,,
233.52,282.417414,287.8332738,291.6536114,293.4975418,293.3901206,291.6210138,288.5913227,,
234.89,282.3848168,287.7659269,291.5706077,293.4159644,293.3209623,291.5687492,288.5561613,,
236.26,282.3528275,287.69939,291.4883228,293.3348435,293.2519831,291.5164848,288.5209536,,
237.64,282.3212062,287.6331736,291.4061568,293.2535915,293.1826859,291.463845,288.4854463,,
239.01,282.2903987,287.5682252,291.3252933,293.1733853,293.1140792,291.4115983,288.4501579,,
240.39,282.2599428,287.5035843,291.2445447,293.0930534,293.0451654,291.3589874,288.4145772,,
241.76,282.2302678,287.4401759,291.1650741,293.0137593,292.9769473,291.3067801,288.3792239,,
243.13,282.2011394,287.377517,291.0862869,292.9349183,292.9089285,291.2546004,288.343844,,
244.51,282.1723393,287.3151469,291.0076086,292.8559592,292.8406183,291.2020726,288.3081827,,
245.88,282.1442736,287.2539583,290.9301725,292.7780252,292.7730103,291.1499632,288.2727605,,
247.25,282.1167209,287.1934853,290.8533993,292.7005416,292.7056119,291.097896,288.2373228,,
248.63,282.0894747,287.1332835,290.7767291,292.6229466,292.6379369,291.0454964,288.2016142,,
250,282.0629196,287.0742147,290.7012663,292.5463636,292.570969,290.9935284,288.1661559,,
251.38,282.0366573,287.0154057,290.6259027,292.4696735,292.5037338,290.9412378,288.1304336,,
252.75,282.0110586,286.9576985,290.5517238,292.3939864,292.4372086,290.8893869,288.0949684,,
254.12,281.9859215,286.9006543,290.4781747,292.3187437,292.3709079,290.8376008,288.0595048,,
255.5,281.961058,286.843854,290.4047191,292.2433996,292.3043531,290.7855064,288.0237873,,
256.87,281.936819,286.7881108,290.332415,292.1690447,292.2385113,290.7338628,287.9883366,,
258.24,281.9130136,286.7330012,290.2607218,292.09513,292.1729017,290.6822963,287.9528972,,
